"Notes"	"County"	"County Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Cumberland County, VA"	"51049"	"White"	"2106-3"	38	25899	146.7238	103.8306	201.3902	23.8017	0.0035%
	"Dickenson County, VA"	"51051"	"White"	"2106-3"	127	55690	228.0481	188.3856	267.7107	20.2360	0.0118%
	"Dinwiddie County, VA"	"51053"	"Black or African American"	"2054-5"	22	36250	60.6897	38.0336	91.8847	12.9391	0.0020%
	"Dinwiddie County, VA"	"51053"	"White"	"2106-3"	92	73786	124.6849	100.5135	152.9148	12.9993	0.0086%
	"Essex County, VA"	"51057"	"Black or African American"	"2054-5"	13	16276	Unreliable	42.5288	136.5839	22.1526	0.0012%
	"Essex County, VA"	"51057"	"White"	"2106-3"	25	24741	101.0468	65.3925	149.1654	20.2094	0.0023%
	"Fairfax County, VA"	"51059"	"Asian"	"A"	211	936090	22.5406	19.4991	25.5820	1.5518	0.0196%
	"Fairfax County, VA"	"51059"	"Black or African American"	"2054-5"	102	490085	20.8127	16.7736	24.8518	2.0608	0.0095%
	"Fairfax County, VA"	"51059"	"White"	"2106-3"	1186	2950670	40.1943	37.9067	42.4818	1.1671	0.1103%
	"Fauquier County, VA"	"51061"	"Black or African American"	"2054-5"	16	22489	Unreliable	40.6663	115.5367	17.7865	0.0015%
	"Fauquier County, VA"	"51061"	"White"	"2106-3"	200	249514	80.1558	69.0468	91.2649	5.6679	0.0186%
	"Floyd County, VA"	"51063"	"White"	"2106-3"	56	60094	93.1873	70.3928	121.0112	12.4527	0.0052%
	"Fluvanna County, VA"	"51065"	"White"	"2106-3"	77	88057	87.4434	69.0086	109.2893	9.9651	0.0072%
	"Franklin County, VA"	"51067"	"Black or African American"	"2054-5"	18	17743	Unreliable	60.1244	160.3322	23.9116	0.0017%
	"Franklin County, VA"	"51067"	"White"	"2106-3"	241	199817	120.6104	105.3827	135.8380	7.7692	0.0224%
	"Frederick County, VA"	"51069"	"White"	"2106-3"	302	327346	92.2571	81.8519	102.6624	5.3088	0.0281%
	"Giles County, VA"	"51071"	"White"	"2106-3"	101	64215	157.2841	126.6094	187.9588	15.6504	0.0094%
	"Gloucester County, VA"	"51073"	"Black or African American"	"2054-5"	18	12044	Unreliable	88.5742	236.1984	35.2262	0.0017%
	"Gloucester County, VA"	"51073"	"White"	"2106-3"	157	132828	118.1980	99.7088	136.6871	9.4332	0.0146%
	"Goochland County, VA"	"51075"	"Black or African American"	"2054-5"	15	15035	Unreliable	55.8387	164.5510	25.7598	0.0014%
	"Goochland County, VA"	"51075"	"White"	"2106-3"	66	77979	84.6382	65.4592	107.6809	10.4182	0.0061%
	"Grayson County, VA"	"51077"	"White"	"2106-3"	109	57240	190.4263	154.6768	226.1758	18.2395	0.0101%
	"Greene County, VA"	"51079"	"White"	"2106-3"	51	70304	72.5421	54.0127	95.3798	10.1579	0.0047%
	"Greensville County, VA"	"51081"	"Black or African American"	"2054-5"	16	27491	Unreliable	33.2670	94.5147	14.5502	0.0015%
	"Greensville County, VA"	"51081"	"White"	"2106-3"	20	17180	116.4144	71.1094	179.7928	26.0311	0.0019%
	"Halifax County, VA"	"51083"	"Black or African American"	"2054-5"	51	49057	103.9607	77.4060	136.6896	14.5574	0.0047%
	"Halifax County, VA"	"51083"	"White"	"2106-3"	104	82828	125.5614	101.4293	149.6935	12.3123	0.0097%
	"Hanover County, VA"	"51085"	"Black or African American"	"2054-5"	23	41484	55.4431	35.1459	83.1918	11.5607	0.0021%
	"Hanover County, VA"	"51085"	"White"	"2106-3"	313	373374	83.8302	74.5430	93.1173	4.7384	0.0291%
	"Henrico County, VA"	"51087"	"Asian"	"A"	16	124587	Unreliable	7.3406	20.8553	3.2106	0.0015%
	"Henrico County, VA"	"51087"	"Black or African American"	"2054-5"	193	409093	47.1775	40.5215	53.8335	3.3959	0.0180%
	"Henrico County, VA"	"51087"	"White"	"2106-3"	779	753339	103.4063	96.1447	110.6679	3.7049	0.0725%
	"Henry County, VA"	"51089"	"Black or African American"	"2054-5"	40	45811	87.3153	62.3789	118.8990	13.8058	0.0037%
	"Henry County, VA"	"51089"	"White"	"2106-3"	322	150104	214.5179	191.0869	237.9490	11.9546	0.0300%
	"Highland County, VA"	"51091"	"White"	"2106-3"	12	8618	Unreliable	71.9485	243.2304	40.1961	0.0011%
	"Isle of Wight County, VA"	"51093"	"Black or African American"	"2054-5"	27	34966	77.2179	50.8873	112.3481	14.8606	0.0025%
	"Isle of Wight County, VA"	"51093"	"White"	"2106-3"	78	109819	71.0260	56.1432	88.6440	8.0421	0.0073%
	"James City County, VA"	"51095"	"Black or African American"	"2054-5"	24	42737	56.1574	35.9812	83.5578	11.4631	0.0022%
	"James City County, VA"	"51095"	"White"	"2106-3"	219	248405	88.1625	76.4858	99.8391	5.9575	0.0204%
	"King and Queen County, VA"	"51097"	"White"	"2106-3"	37	19084	193.8797	136.5088	267.2379	31.8736	0.0034%
	"King George County, VA"	"51099"	"Black or African American"	"2054-5"	14	17379	Unreliable	44.0413	135.1609	21.5298	0.0013%
	"King George County, VA"	"51099"	"White"	"2106-3"	67	84194	79.5781	61.6722	101.0610	9.7220	0.0062%
	"King William County, VA"	"51101"	"White"	"2106-3"	37	55402	66.7846	47.0224	92.0539	10.9793	0.0034%
	"Lancaster County, VA"	"51103"	"Black or African American"	"2054-5"	15	12266	Unreliable	68.4441	201.6978	31.5749	0.0014%
	"Lancaster County, VA"	"51103"	"White"	"2106-3"	63	29561	213.1186	163.7668	272.6704	26.8504	0.0059%
	"Lee County, VA"	"51105"	"White"	"2106-3"	189	87073	217.0592	186.1133	248.0052	15.7887	0.0176%
	"Loudoun County, VA"	"51107"	"Asian"	"A"	43	347865	12.3611	8.9457	16.6503	1.8851	0.0040%
	"Loudoun County, VA"	"51107"	"Black or African American"	"2054-5"	30	135478	22.1438	14.9404	31.6116	4.0429	0.0028%
	"Loudoun County, VA"	"51107"	"White"	"2106-3"	347	1110573	31.2451	27.9576	34.5327	1.6773	0.0323%
	"Louisa County, VA"	"51109"	"Black or African American"	"2054-5"	17	23340	Unreliable	42.4301	116.6183	17.6654	0.0016%
	"Louisa County, VA"	"51109"	"White"	"2106-3"	138	122266	112.8687	94.0369	131.7004	9.6080	0.0128%
	"Lunenburg County, VA"	"51111"	"Black or African American"	"2054-5"	20	16238	123.1679	75.2346	190.2229	27.5412	0.0019%
	"Lunenburg County, VA"	"51111"	"White"	"2106-3"	44	30495	144.2859	104.8382	193.6967	21.7519	0.0041%
	"Madison County, VA"	"51113"	"White"	"2106-3"	30	46849	64.0355	43.2048	91.4145	11.6912	0.0028%
	"Mathews County, VA"	"51115"	"White"	"2106-3"	45	30713	146.5178	106.8715	196.0525	21.8416	0.0042%
	"Mecklenburg County, VA"	"51117"	"Black or African American"	"2054-5"	48	41928	114.4820	84.4098	151.7859	16.5240	0.0045%
	"Mecklenburg County, VA"	"51117"	"White"	"2106-3"	128	76373	167.5985	138.5635	196.6335	14.8138	0.0119%
	"Middlesex County, VA"	"51119"	"White"	"2106-3"	44	34274	128.3772	93.2789	172.3400	19.3536	0.0041%
	"Montgomery County, VA"	"51121"	"White"	"2106-3"	280	341180	82.0681	72.4553	91.6810	4.9045	0.0260%
	"Nelson County, VA"	"51125"	"White"	"2106-3"	54	50431	107.0770	80.4395	139.7119	14.5713	0.0050%
	"New Kent County, VA"	"51127"	"White"	"2106-3"	53	75159	70.5172	52.8223	92.2379	9.6863	0.0049%
	"Northampton County, VA"	"51131"	"Black or African American"	"2054-5"	15	15725	Unreliable	53.3886	157.3307	24.6295	0.0014%
	"Northampton County, VA"	"51131"	"White"	"2106-3"	37	29787	124.2153	87.4587	171.2146	20.4209	0.0034%
	"Northumberland County, VA"	"51133"	"White"	"2106-3"	60	34988	171.4874	130.8637	220.7385	22.1389	0.0056%
	"Nottoway County, VA"	"51135"	"Black or African American"	"2054-5"	20	24062	83.1186	50.7713	128.3700	18.5859	0.0019%
	"Nottoway County, VA"	"51135"	"White"	"2106-3"	65	35379	183.7248	141.7951	234.1720	22.7883	0.0060%
	"Orange County, VA"	"51137"	"Black or African American"	"2054-5"	11	19764	Unreliable	27.7838	99.5855	16.7811	0.0010%
	"Orange County, VA"	"51137"	"White"	"2106-3"	144	121795	118.2315	98.9203	137.5426	9.8526	0.0134%
	"Page County, VA"	"51139"	"White"	"2106-3"	108	91296	118.2965	95.9857	140.6074	11.3831	0.0100%
	"Patrick County, VA"	"51141"	"White"	"2106-3"	107	65038	164.5192	133.3460	195.6924	15.9047	0.0100%
	"Pittsylvania County, VA"	"51143"	"Black or African American"	"2054-5"	54	51596	104.6593	78.6232	136.5573	14.2423	0.0050%
	"Pittsylvania County, VA"	"51143"	"White"	"2106-3"	244	183938	132.6534	116.0086	149.2982	8.4923	0.0227%
	"Powhatan County, VA"	"51145"	"White"	"2106-3"	103	105686	97.4585	78.6369	116.2801	9.6029	0.0096%
	"Prince Edward County, VA"	"51147"	"Black or African American"	"2054-5"	46	29769	154.5232	113.1310	206.1123	22.7832	0.0043%
	"Prince Edward County, VA"	"51147"	"White"	"2106-3"	60	57444	104.4496	79.7065	134.4475	13.4844	0.0056%
	"Prince George County, VA"	"51149"	"Black or African American"	"2054-5"	13	51708	Unreliable	13.3867	42.9922	6.9729	0.0012%
	"Prince George County, VA"	"51149"	"White"	"2106-3"	90	95657	94.0862	75.6566	115.6479	9.9176	0.0084%
	"Prince William County, VA"	"51153"	"Asian"	"A"	43	183911	23.3809	16.9207	31.4938	3.5655	0.0040%
	"Prince William County, VA"	"51153"	"Black or African American"	"2054-5"	98	421290	23.2619	18.8852	28.3488	2.3498	0.0091%
	"Prince William County, VA"	"51153"	"White"	"2106-3"	592	1178585	50.2297	46.1834	54.2760	2.0644	0.0551%
	"Pulaski County, VA"	"51155"	"White"	"2106-3"	227	125190	181.3244	157.7359	204.9128	12.0349	0.0211%
	"Rappahannock County, VA"	"51157"	"White"	"2106-3"	26	26990	96.3320	62.9269	141.1485	18.8923	0.0024%
	"Richmond County, VA"	"51159"	"White"	"2106-3"	26	24081	107.9689	70.5285	158.1993	21.1745	0.0024%
	"Roanoke County, VA"	"51161"	"White"	"2106-3"	327	332664	98.2974	87.6431	108.9517	5.4359	0.0304%
	"Rockbridge County, VA"	"51163"	"White"	"2106-3"	105	84739	123.9099	100.2088	147.6109	12.0924	0.0098%
	"Rockingham County, VA"	"51165"	"White"	"2106-3"	264	310428	85.0439	74.7851	95.3027	5.2341	0.0246%
	"Russell County, VA"	"51167"	"White"	"2106-3"	193	102867	187.6209	161.1506	214.0912	13.5052	0.0180%
	"Scott County, VA"	"51169"	"White"	"2106-3"	159	84031	189.2159	159.8045	218.6272	15.0058	0.0148%
	"Shenandoah County, VA"	"51171"	"White"	"2106-3"	205	164344	124.7384	107.6626	141.8141	8.7121	0.0191%
	"Smyth County, VA"	"51173"	"White"	"2106-3"	271	114881	235.8963	207.8101	263.9824	14.3297	0.0252%
	"Southampton County, VA"	"51175"	"Black or African American"	"2054-5"	23	24526	93.7780	59.4468	140.7130	19.5541	0.0021%
	"Southampton County, VA"	"51175"	"White"	"2106-3"	59	44157	133.6141	101.7138	172.3529	17.3951	0.0055%
	"Spotsylvania County, VA"	"51177"	"Black or African American"	"2054-5"	49	97847	50.0782	37.0483	66.2059	7.1540	0.0046%
	"Spotsylvania County, VA"	"51177"	"White"	"2106-3"	345	414318	83.2694	74.4826	92.0562	4.4831	0.0321%
	"Stafford County, VA"	"51179"	"Black or African American"	"2054-5"	27	126125	21.4073	14.1076	31.1466	4.1198	0.0025%
	"Stafford County, VA"	"51179"	"White"	"2106-3"	284	436399	65.0781	57.5092	72.6469	3.8617	0.0264%
	"Surry County, VA"	"51181"	"White"	"2106-3"	14	14252	Unreliable	53.7043	164.8163	26.2536	0.0013%
	"Sussex County, VA"	"51183"	"Black or African American"	"2054-5"	20	24713	80.9291	49.4339	124.9885	18.0963	0.0019%
	"Sussex County, VA"	"51183"	"White"	"2106-3"	17	18249	Unreliable	54.2670	149.1517	22.5936	0.0016%
	"Tazewell County, VA"	"51185"	"White"	"2106-3"	379	153010	247.6962	222.7586	272.6339	12.7233	0.0353%
	"Warren County, VA"	"51187"	"White"	"2106-3"	175	145885	119.9575	102.1843	137.7307	9.0679	0.0163%
	"Washington County, VA"	"51191"	"White"	"2106-3"	357	208286	171.3989	153.6190	189.1789	9.0714	0.0332%
	"Westmoreland County, VA"	"51193"	"Black or African American"	"2054-5"	17	18693	Unreliable	52.9780	145.6091	22.0569	0.0016%
	"Westmoreland County, VA"	"51193"	"White"	"2106-3"	80	50467	158.5194	125.6964	197.2917	17.7230	0.0074%
	"Wise County, VA"	"51195"	"White"	"2106-3"	285	136844	208.2663	184.0865	232.4461	12.3366	0.0265%
	"Wythe County, VA"	"51197"	"White"	"2106-3"	171	108104	158.1810	134.4721	181.8900	12.0964	0.0159%
	"York County, VA"	"51199"	"Black or African American"	"2054-5"	13	38630	Unreliable	17.9187	57.5470	9.3336	0.0012%
	"York County, VA"	"51199"	"White"	"2106-3"	148	207184	71.4341	59.9253	82.9429	5.8718	0.0138%
	"Alexandria city, VA"	"51510"	"Black or African American"	"2054-5"	56	144724	38.6943	29.2293	50.2477	5.1707	0.0052%
	"Alexandria city, VA"	"51510"	"White"	"2106-3"	162	420896	38.4893	32.5623	44.4164	3.0240	0.0151%
	"Bristol city, VA"	"51520"	"White"	"2106-3"	121	60717	199.2852	163.7762	234.7942	18.1168	0.0113%
	"Buena Vista city, VA"	"51530"	"White"	"2106-3"	33	23179	142.3702	98.0006	199.9405	24.7835	0.0031%
	"Charlottesville city, VA"	"51540"	"Black or African American"	"2054-5"	19	34096	Unreliable	33.5504	87.0213	12.7842	0.0018%
	"Charlottesville city, VA"	"51540"	"White"	"2106-3"	82	133173	61.5740	48.9717	76.4294	6.7997	0.0076%
	"Chesapeake city, VA"	"51550"	"Asian"	"A"	12	35657	Unreliable	17.3893	58.7868	9.7151	0.0011%
	"Chesapeake city, VA"	"51550"	"Black or African American"	"2054-5"	146	301296	48.4573	40.5970	56.3176	4.0104	0.0136%
	"Chesapeake city, VA"	"51550"	"White"	"2106-3"	487	605267	80.4604	73.3142	87.6065	3.6460	0.0453%
	"Colonial Heights city, VA"	"51570"	"White"	"2106-3"	104	52894	196.6197	158.8306	234.4087	19.2801	0.0097%
	"Covington city, VA"	"51580"	"White"	"2106-3"	40	18388	217.5332	155.4079	296.2193	34.3950	0.0037%
	"Danville city, VA"	"51590"	"Black or African American"	"2054-5"	69	84280	81.8700	63.6997	103.6113	9.8560	0.0064%
	"Danville city, VA"	"51590"	"White"	"2106-3"	214	72605	294.7455	255.2547	334.2364	20.1484	0.0199%
	"Emporia city, VA"	"51595"	"Black or African American"	"2054-5"	20	13948	143.3897	87.5868	221.4540	32.0629	0.0019%
	"Emporia city, VA"	"51595"	"White"	"2106-3"	13	6694	Unreliable	103.4057	332.0943	53.8624	0.0012%
	"Fairfax city, VA"	"51600"	"White"	"2106-3"	47	67181	69.9603	51.4040	93.0324	10.2048	0.0044%
	"Falls Church city, VA"	"51610"	"White"	"2106-3"	34	46743	72.7382	50.3734	101.6443	12.4745	0.0032%
	"Franklin city, VA"	"51620"	"Black or African American"	"2054-5"	21	18189	115.4544	71.4686	176.4847	25.1942	0.0020%
	"Franklin city, VA"	"51620"	"White"	"2106-3"	33	12637	261.1379	179.7543	366.7343	45.4583	0.0031%
	"Fredericksburg city, VA"	"51630"	"Black or African American"	"2054-5"	14	28284	Unreliable	27.0610	83.0491	13.2289	0.0013%
	"Fredericksburg city, VA"	"51630"	"White"	"2106-3"	61	77725	78.4818	60.0323	100.8130	10.0486	0.0057%
	"Galax city, VA"	"51640"	"White"	"2106-3"	73	22815	319.9649	250.8013	402.3079	37.4491	0.0068%
	"Hampton city, VA"	"51650"	"Black or African American"	"2054-5"	173	278740	62.0650	52.8163	71.3137	4.7187	0.0161%
	"Hampton city, VA"	"51650"	"White"	"2106-3"	247	222266	111.1281	97.2691	124.9871	7.0709	0.0230%
	"Harrisonburg city, VA"	"51660"	"White"	"2106-3"	86	173639	49.5280	39.6160	61.1666	5.3407	0.0080%
	"Hopewell city, VA"	"51670"	"Black or African American"	"2054-5"	27	39706	67.9998	44.8125	98.9363	13.0866	0.0025%
	"Hopewell city, VA"	"51670"	"White"	"2106-3"	99	45382	218.1482	177.2999	265.5867	21.9247	0.0092%
	"Lexington city, VA"	"51678"	"White"	"2106-3"	22	25018	87.9367	55.1090	133.1370	18.7482	0.0020%
	"Lynchburg city, VA"	"51680"	"Black or African American"	"2054-5"	72	91567	78.6309	61.5240	99.0223	9.2667	0.0067%
	"Lynchburg city, VA"	"51680"	"White"	"2106-3"	220	214416	102.6043	89.0458	116.1627	6.9176	0.0205%
	"Manassas city, VA"	"51683"	"Black or African American"	"2054-5"	21	25605	82.0152	50.7691	125.3693	17.8972	0.0020%
	"Manassas city, VA"	"51683"	"White"	"2106-3"	76	120935	62.8437	49.5139	78.6583	7.2087	0.0071%
	"Manassas Park city, VA"	"51685"	"White"	"2106-3"	13	46805	Unreliable	14.7890	47.4958	7.7033	0.0012%
	"Martinsville city, VA"	"51690"	"Black or African American"	"2054-5"	45	24148	186.3508	135.9262	249.3523	27.7795	0.0042%
	"Martinsville city, VA"	"51690"	"White"	"2106-3"	84	24963	336.4980	268.4043	416.6081	36.7149	0.0078%
	"Newport News city, VA"	"51700"	"Black or African American"	"2054-5"	156	310424	50.2538	42.3677	58.1400	4.0235	0.0145%
	"Newport News city, VA"	"51700"	"White"	"2106-3"	360	348408	103.3271	92.6533	114.0009	5.4458	0.0335%
	"Norfolk city, VA"	"51710"	"Black or African American"	"2054-5"	274	404518	67.7349	59.7146	75.7553	4.0920	0.0255%
	"Norfolk city, VA"	"51710"	"White"	"2106-3"	367	476394	77.0371	69.1553	84.9188	4.0213	0.0341%
	"Norton city, VA"	"51720"	"White"	"2106-3"	33	13935	236.8138	163.0108	332.5742	41.2240	0.0031%
	"Petersburg city, VA"	"51730"	"Black or African American"	"2054-5"	126	98076	128.4718	106.0392	150.9043	11.4452	0.0117%
	"Petersburg city, VA"	"51730"	"White"	"2106-3"	89	22938	388.0024	311.5970	477.4719	41.1282	0.0083%
	"Poquoson city, VA"	"51735"	"White"	"2106-3"	40	45957	87.0379	62.1807	118.5212	13.7619	0.0037%
	"Portsmouth city, VA"	"51740"	"Black or African American"	"2054-5"	136	208961	65.0839	54.1454	76.0225	5.5809	0.0127%
	"Portsmouth city, VA"	"51740"	"White"	"2106-3"	207	152334	135.8856	117.3740	154.3972	9.4447	0.0193%
	"Radford city, VA"	"51750"	"White"	"2106-3"	42	60963	68.8942	49.6528	93.1250	10.6306	0.0039%
	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	361	427625	84.4198	75.7112	93.1283	4.4431	0.0336%
	"Richmond city, VA"	"51760"	"White"	"2106-3"	243	440335	55.1853	48.2466	62.1239	3.5401	0.0226%
	"Roanoke city, VA"	"51770"	"Black or African American"	"2054-5"	72	118327	60.8483	47.6102	76.6281	7.1710	0.0067%
	"Roanoke city, VA"	"51770"	"White"	"2106-3"	358	250043	143.1754	128.3439	158.0068	7.5671	0.0333%
	"Salem city, VA"	"51775"	"Black or African American"	"2054-5"	11	8191	Unreliable	67.0394	240.2891	40.4911	0.0010%
	"Salem city, VA"	"51775"	"White"	"2106-3"	127	88702	143.1760	118.2746	168.0775	12.7048	0.0118%
	"Staunton city, VA"	"51790"	"White"	"2106-3"	148	83732	176.7544	148.2773	205.2315	14.5291	0.0138%
	"Suffolk city, VA"	"51800"	"Black or African American"	"2054-5"	86	159387	53.9567	43.1584	66.6360	5.8183	0.0080%
	"Suffolk city, VA"	"51800"	"White"	"2106-3"	186	193593	96.0779	82.2701	109.8856	7.0448	0.0173%
	"Virginia Beach city, VA"	"51810"	"Asian"	"A"	27	135726	19.8930	13.1097	28.9433	3.8284	0.0025%
	"Virginia Beach city, VA"	"51810"	"Black or African American"	"2054-5"	113	367919	30.7133	25.0503	36.3762	2.8893	0.0105%
	"Virginia Beach city, VA"	"51810"	"White"	"2106-3"	910	1214018	74.9577	70.0874	79.8280	2.4848	0.0847%
	"Waynesboro city, VA"	"51820"	"Black or African American"	"2054-5"	14	12132	Unreliable	63.0889	193.6170	30.8412	0.0013%
	"Waynesboro city, VA"	"51820"	"White"	"2106-3"	96	73055	131.4078	106.4404	160.4713	13.4118	0.0089%
	"Williamsburg city, VA"	"51830"	"White"	"2106-3"	31	44710	69.3357	47.1102	98.4165	12.4531	0.0029%
	"Winchester city, VA"	"51840"	"White"	"2106-3"	84	90982	92.3260	73.6429	114.3060	10.0736	0.0078%
	"Adams County, WA"	"53001"	"White"	"2106-3"	31	71052	43.6300	29.6444	61.9293	7.8362	0.0029%
	"Asotin County, WA"	"53003"	"White"	"2106-3"	117	84034	139.2294	114.0007	164.4580	12.8718	0.0109%
	"Benton County, WA"	"53005"	"White"	"2106-3"	552	739313	74.6639	68.4352	80.8926	3.1779	0.0513%
	"Chelan County, WA"	"53007"	"White"	"2106-3"	250	290001	86.2066	75.5203	96.8929	5.4522	0.0233%
	"Clallam County, WA"	"53009"	"American Indian or Alaska Native"	"1002-5"	15	17683	Unreliable	47.4770	139.9098	21.9023	0.0014%
	"Clallam County, WA"	"53009"	"White"	"2106-3"	399	269348	148.1355	133.6000	162.6710	7.4161	0.0371%
	"Clark County, WA"	"53011"	"Asian"	"A"	24	101354	23.6794	15.1719	35.2330	4.8335	0.0022%
	"Clark County, WA"	"53011"	"Black or African American"	"2054-5"	15	48444	Unreliable	17.3300	51.0698	7.9948	0.0014%
	"Clark County, WA"	"53011"	"White"	"2106-3"	1279	1698079	75.3204	71.1925	79.4483	2.1061	0.1190%
	"Columbia County, WA"	"53013"	"White"	"2106-3"	18	14653	Unreliable	72.8034	194.1428	28.9541	0.0017%
	"Cowlitz County, WA"	"53015"	"White"	"2106-3"	531	401889	132.1260	120.8878	143.3642	5.7338	0.0494%
	"Douglas County, WA"	"53017"	"White"	"2106-3"	123	160673	76.5530	63.0240	90.0820	6.9026	0.0114%
	"Ferry County, WA"	"53019"	"White"	"2106-3"	37	23058	160.4649	112.9817	221.1800	26.3803	0.0034%
	"Franklin County, WA"	"53021"	"White"	"2106-3"	136	345442	39.3699	32.7530	45.9867	3.3759	0.0127%
	"Garfield County, WA"	"53023"	"White"	"2106-3"	10	8419	Unreliable	56.9593	218.4392	37.5612	0.0009%
	"Grant County, WA"	"53025"	"White"	"2106-3"	312	362482	86.0732	76.5223	95.6242	4.8729	0.0290%
	"Grays Harbor County, WA"	"53027"	"American Indian or Alaska Native"	"1002-5"	12	16938	Unreliable	36.6072	123.7549	20.4517	0.0011%
	"Grays Harbor County, WA"	"53027"	"White"	"2106-3"	376	262263	143.3675	128.8760	157.8590	7.3936	0.0350%
	"Island County, WA"	"53029"	"White"	"2106-3"	231	292174	79.0625	68.8667	89.2583	5.2019	0.0215%
	"Jefferson County, WA"	"53031"	"White"	"2106-3"	130	118721	109.5004	90.6769	128.3239	9.6038	0.0121%
	"King County, WA"	"53033"	"American Indian or Alaska Native"	"1002-5"	38	90853	41.8258	29.5985	57.4093	6.7850	0.0035%
	"King County, WA"	"53033"	"Asian"	"A"	318	1809024	17.5785	15.6465	19.5106	0.9858	0.0296%
	"King County, WA"	"53033"	"Black or African American"	"2054-5"	223	637577	34.9762	30.3855	39.5668	2.3422	0.0207%
	"King County, WA"	"53033"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	35	75676	46.2498	32.2148	64.3224	7.8176	0.0033%
	"King County, WA"	"53033"	"White"	"2106-3"	3293	5918629	55.6379	53.7375	57.5382	0.9696	0.3063%
	"King County, WA"	"53033"	"More than one race"	"M"	46	480806	9.5673	7.0045	12.7614	1.4106	0.0043%
	"Kitsap County, WA"	"53035"	"Asian"	"A"	20	59290	33.7325	20.6048	52.0971	7.5428	0.0019%
	"Kitsap County, WA"	"53035"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	13	10897	Unreliable	63.5219	204.0047	33.0876	0.0012%
	"Kitsap County, WA"	"53035"	"White"	"2106-3"	787	896025	87.8324	81.6958	93.9689	3.1309	0.0732%
