Notes,County,County Code,Single Race 6,Single Race 6 Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"Monmouth County, NJ",34025.0,Black or African American,2054-5,153.0,186423.0,82.0714,69.0667,95.0762,6.6351,0.0142%,respiratory
,"Monmouth County, NJ",34025.0,White,2106-3,2040.0,2120468.0,96.2052,92.0303,100.38,2.13,0.1898%,respiratory
,"Morris County, NJ",34027.0,Asian,A,39.0,219288.0,17.7848,12.6468,24.3124,2.8479,0.0036%,respiratory
,"Morris County, NJ",34027.0,Black or African American,2054-5,50.0,77506.0,64.5111,47.8815,85.0502,9.1233,0.0047%,respiratory
,"Morris County, NJ",34027.0,White,2106-3,1243.0,1645133.0,75.5562,71.3558,79.7566,2.1431,0.1156%,respiratory
,"Ocean County, NJ",34029.0,Black or African American,2054-5,49.0,90914.0,53.8971,39.8736,71.2546,7.6996,0.0046%,respiratory
,"Ocean County, NJ",34029.0,White,2106-3,2705.0,2288744.0,118.1871,113.7332,122.641,2.2724,0.2516%,respiratory
,"Passaic County, NJ",34031.0,Asian,A,40.0,117690.0,33.9876,24.2811,46.2816,5.3739,0.0037%,respiratory
,"Passaic County, NJ",34031.0,Black or African American,2054-5,153.0,303500.0,50.4119,42.4238,58.4,4.0756,0.0142%,respiratory
,"Passaic County, NJ",34031.0,White,2106-3,1039.0,1510517.0,68.7844,64.6019,72.9669,2.1339,0.0967%,respiratory
,"Salem County, NJ",34033.0,Black or African American,2054-5,28.0,37712.0,74.2469,49.3363,107.3076,14.0313,0.0026%,respiratory
,"Salem County, NJ",34033.0,White,2106-3,250.0,204156.0,122.4554,107.2757,137.6351,7.7448,0.0233%,respiratory
,"Somerset County, NJ",34035.0,Asian,A,54.0,257037.0,21.0086,15.7823,27.4117,2.8589,0.0050%,respiratory
,"Somerset County, NJ",34035.0,Black or African American,2054-5,76.0,141717.0,53.6280,42.253,67.1235,6.1516,0.0071%,respiratory
,"Somerset County, NJ",34035.0,White,2106-3,846.0,901469.0,93.8468,87.5228,100.1708,3.2265,0.0787%,respiratory
,"Sussex County, NJ",34037.0,White,2106-3,509.0,527612.0,96.4724,88.0913,104.8535,4.2761,0.0473%,respiratory
,"Union County, NJ",34039.0,Asian,A,38.0,130889.0,29.0322,20.545,39.8491,4.7097,0.0035%,respiratory
,"Union County, NJ",34039.0,Black or African American,2054-5,365.0,533567.0,68.4075,61.3895,75.4255,3.5806,0.0340%,respiratory
,"Union County, NJ",34039.0,White,2106-3,1114.0,1506217.0,73.9601,69.6169,78.3033,2.2159,0.1036%,respiratory
,"Warren County, NJ",34041.0,White,2106-3,343.0,379337.0,90.4209,80.8517,99.9902,4.8823,0.0319%,respiratory
,"Bernalillo County, NM",35001.0,American Indian or Alaska Native,1002-5,65.0,174905.0,37.1630,28.6817,47.3673,4.6095,0.0060%,respiratory
,"Bernalillo County, NM",35001.0,Asian,A,22.0,80296.0,27.3986,17.1704,41.4818,5.8414,0.0020%,respiratory
,"Bernalillo County, NM",35001.0,Black or African American,2054-5,59.0,97405.0,60.5718,46.1103,78.1334,7.8858,0.0055%,respiratory
,"Bernalillo County, NM",35001.0,White,2106-3,2015.0,2270071.0,88.7637,84.888,92.6395,1.9774,0.1874%,respiratory
,"Bernalillo County, NM",35001.0,More than one race,M,11.0,87227.0,Unreliable,6.2953,22.5642,3.8023,0.0010%,respiratory
,"Catron County, NM",35003.0,White,2106-3,18.0,13242.0,Unreliable,80.5609,214.8296,32.0393,0.0017%,respiratory
,"Chaves County, NM",35005.0,White,2106-3,274.0,237264.0,115.4832,101.8091,129.1573,6.9766,0.0255%,respiratory
,"Cibola County, NM",35006.0,American Indian or Alaska Native,1002-5,34.0,47158.0,72.0981,49.9301,100.7498,12.3647,0.0032%,respiratory
,"Cibola County, NM",35006.0,White,2106-3,81.0,54900.0,147.5410,117.1682,183.3802,16.3934,0.0075%,respiratory
,"Colfax County, NM",35007.0,White,2106-3,71.0,44891.0,158.1609,123.5252,199.4978,18.7702,0.0066%,respiratory
,"Curry County, NM",35009.0,White,2106-3,173.0,166317.0,104.0182,88.5178,119.5186,7.9084,0.0161%,respiratory
,"DeBaca County, NM",35011.0,White,2106-3,11.0,6342.0,Unreliable,86.5847,310.345,52.2962,0.0010%,respiratory
,"Dona Ana County, NM",35013.0,White,2106-3,639.0,805444.0,79.3351,73.1838,85.4865,3.1384,0.0594%,respiratory
,"Eddy County, NM",35015.0,White,2106-3,233.0,218124.0,106.8200,93.1039,120.5361,6.998,0.0217%,respiratory
,"Grant County, NM",35017.0,White,2106-3,140.0,101396.0,138.0725,115.2008,160.9443,11.6693,0.0130%,respiratory
,"Guadalupe County, NM",35019.0,White,2106-3,20.0,15669.0,127.6406,77.9667,197.1306,28.5413,0.0019%,respiratory
,"Hidalgo County, NM",35023.0,White,2106-3,28.0,15695.0,178.4008,118.5455,257.8391,33.7146,0.0026%,respiratory
,"Lea County, NM",35025.0,White,2106-3,198.0,260621.0,75.9724,65.3901,86.5547,5.3991,0.0184%,respiratory
,"Lincoln County, NM",35027.0,White,2106-3,112.0,72913.0,153.6077,125.1592,182.0563,14.5146,0.0104%,respiratory
,"Los Alamos County, NM",35028.0,White,2106-3,51.0,67686.0,75.3479,56.1018,99.069,10.5508,0.0047%,respiratory
,"Luna County, NM",35029.0,White,2106-3,123.0,89750.0,137.0474,112.8274,161.2674,12.3571,0.0114%,respiratory
,"McKinley County, NM",35031.0,American Indian or Alaska Native,1002-5,140.0,227889.0,61.4334,51.257,71.6099,5.1921,0.0130%,respiratory
,"McKinley County, NM",35031.0,White,2106-3,75.0,46189.0,162.3763,127.7187,203.5403,18.7496,0.0070%,respiratory
,"Mora County, NM",35033.0,White,2106-3,19.0,16465.0,Unreliable,69.4766,180.2052,26.4737,0.0018%,respiratory
,"Otero County, NM",35035.0,American Indian or Alaska Native,1002-5,15.0,22592.0,Unreliable,37.1607,109.5089,17.1432,0.0014%,respiratory
,"Otero County, NM",35035.0,White,2106-3,238.0,223162.0,106.6490,93.0994,120.1985,6.913,0.0221%,respiratory
,"Quay County, NM",35037.0,White,2106-3,39.0,30277.0,128.8106,91.5973,176.088,20.6262,0.0036%,respiratory
,"Rio Arriba County, NM",35039.0,American Indian or Alaska Native,1002-5,18.0,30796.0,Unreliable,34.6405,92.3748,13.7766,0.0017%,respiratory
,"Rio Arriba County, NM",35039.0,White,2106-3,133.0,119812.0,111.0072,92.1412,129.8733,9.6255,0.0124%,respiratory
,"Roosevelt County, NM",35041.0,White,2106-3,63.0,67698.0,93.0604,71.5104,119.0642,11.7245,0.0059%,respiratory
,"Sandoval County, NM",35043.0,American Indian or Alaska Native,1002-5,29.0,83389.0,34.7768,23.2907,49.9454,6.4579,0.0027%,respiratory
,"Sandoval County, NM",35043.0,White,2106-3,370.0,462210.0,80.0502,71.8934,88.207,4.1616,0.0344%,respiratory
,"San Juan County, NM",35045.0,American Indian or Alaska Native,1002-5,118.0,207045.0,56.9924,46.7091,67.2757,5.2466,0.0110%,respiratory
,"San Juan County, NM",35045.0,White,2106-3,355.0,264860.0,134.0331,120.0901,147.976,7.1137,0.0330%,respiratory
,"San Miguel County, NM",35047.0,White,2106-3,126.0,99199.0,127.0174,104.8388,149.196,11.3156,0.0117%,respiratory
,"Santa Fe County, NM",35049.0,White,2106-3,457.0,549796.0,83.1217,75.5007,90.7428,3.8883,0.0425%,respiratory
,"Sierra County, NM",35051.0,White,2106-3,150.0,40502.0,370.3521,311.0834,429.6208,30.2391,0.0140%,respiratory
,"Socorro County, NM",35053.0,White,2106-3,54.0,52035.0,103.7763,77.9599,135.4052,14.1222,0.0050%,respiratory
,"Taos County, NM",35055.0,White,2106-3,106.0,116345.0,91.1083,73.7639,108.4528,8.8492,0.0099%,respiratory
,"Torrance County, NM",35057.0,White,2106-3,65.0,55395.0,117.3391,90.56,149.5581,14.5541,0.0060%,respiratory
,"Union County, NM",35059.0,White,2106-3,18.0,14808.0,Unreliable,72.0413,192.1106,28.651,0.0017%,respiratory
,"Valencia County, NM",35061.0,White,2106-3,331.0,271396.0,121.9620,108.8229,135.1011,6.7036,0.0308%,respiratory
,"Albany County, NY",36001.0,Asian,A,16.0,84776.0,Unreliable,10.7878,30.6491,4.7183,0.0015%,respiratory
,"Albany County, NY",36001.0,Black or African American,2054-5,115.0,174622.0,65.8565,53.8199,77.8932,6.1412,0.0107%,respiratory
,"Albany County, NY",36001.0,White,2106-3,969.0,929421.0,104.2585,97.6939,110.823,3.3493,0.0901%,respiratory
,"Allegany County, NY",36003.0,White,2106-3,263.0,176050.0,149.3894,131.3344,167.4444,9.2117,0.0245%,respiratory
,"Bronx County, NY",36005.0,Asian,A,70.0,261652.0,26.7531,20.8554,33.8009,3.1976,0.0065%,respiratory
,"Bronx County, NY",36005.0,Black or African American,2054-5,1275.0,2483273.0,51.3435,48.5252,54.1618,1.4379,0.1186%,respiratory
,"Bronx County, NY",36005.0,White,2106-3,2356.0,2526220.0,93.2619,89.4959,97.0278,1.9214,0.2192%,respiratory
,"Broome County, NY",36007.0,Black or African American,2054-5,27.0,49678.0,54.3500,35.8172,79.0766,10.4597,0.0025%,respiratory
,"Broome County, NY",36007.0,White,2106-3,921.0,658304.0,139.9050,130.8693,148.9406,4.61,0.0857%,respiratory
,"Cattaraugus County, NY",36009.0,American Indian or Alaska Native,1002-5,10.0,11078.0,Unreliable,43.2876,166.0083,28.5456,0.0009%,respiratory
,"Cattaraugus County, NY",36009.0,White,2106-3,472.0,280028.0,168.5546,153.3482,183.7609,7.7584,0.0439%,respiratory
,"Cayuga County, NY",36011.0,White,2106-3,323.0,280968.0,114.9597,102.4225,127.4969,6.3965,0.0300%,respiratory
,"Chautauqua County, NY",36013.0,White,2106-3,602.0,474423.0,126.8910,116.7545,137.0275,5.1717,0.0560%,respiratory
,"Chemung County, NY",36015.0,White,2106-3,401.0,293885.0,136.4479,123.0927,149.8031,6.8139,0.0373%,respiratory
,"Chenango County, NY",36017.0,White,2106-3,287.0,181327.0,158.2776,139.9656,176.5895,9.3428,0.0267%,respiratory
,"Clinton County, NY",36019.0,White,2106-3,348.0,295265.0,117.8602,105.477,130.2435,6.318,0.0324%,respiratory
,"Columbia County, NY",36021.0,White,2106-3,252.0,216712.0,116.2834,101.926,130.6407,7.3252,0.0234%,respiratory
,"Cortland County, NY",36023.0,White,2106-3,224.0,178226.0,125.6831,109.2239,142.1423,8.3976,0.0208%,respiratory
,"Delaware County, NY",36025.0,White,2106-3,253.0,167786.0,150.7873,132.2067,169.3679,9.4799,0.0235%,respiratory
,"Dutchess County, NY",36027.0,Asian,A,13.0,43780.0,Unreliable,15.8108,50.7775,8.2356,0.0012%,respiratory
,"Dutchess County, NY",36027.0,Black or African American,2054-5,64.0,142805.0,44.8164,34.514,57.2296,5.602,0.0060%,respiratory
,"Dutchess County, NY",36027.0,White,2106-3,951.0,952924.0,99.7981,93.4552,106.141,3.2362,0.0885%,respiratory
,"Erie County, NY",36029.0,American Indian or Alaska Native,1002-5,21.0,28207.0,74.4496,46.0858,113.8044,16.2462,0.0020%,respiratory
,"Erie County, NY",36029.0,Asian,A,33.0,147436.0,22.3826,15.4071,31.4334,3.8963,0.0031%,respiratory
,"Erie County, NY",36029.0,Black or African American,2054-5,368.0,516859.0,71.1993,63.9247,78.4739,3.7115,0.0342%,respiratory
,"Erie County, NY",36029.0,White,2106-3,3237.0,2932023.0,110.4016,106.5983,114.2049,1.9405,0.3011%,respiratory
,"Essex County, NY",36031.0,White,2106-3,198.0,140099.0,141.3286,121.6428,161.0145,10.0438,0.0184%,respiratory
,"Franklin County, NY",36033.0,White,2106-3,200.0,166172.0,120.3572,103.6766,137.0379,8.5105,0.0186%,respiratory
,"Fulton County, NY",36035.0,White,2106-3,351.0,202126.0,173.6541,155.4869,191.8212,9.269,0.0327%,respiratory
,"Genesee County, NY",36037.0,White,2106-3,271.0,213281.0,127.0624,111.9342,142.1907,7.7185,0.0252%,respiratory
,"Greene County, NY",36039.0,White,2106-3,194.0,170819.0,113.5705,97.5889,129.5521,8.1539,0.0180%,respiratory
,"Hamilton County, NY",36041.0,White,2106-3,28.0,17600.0,159.0909,105.7143,229.9309,30.0654,0.0026%,respiratory
,"Herkimer County, NY",36043.0,White,2106-3,288.0,234055.0,123.0480,108.8367,137.2593,7.2507,0.0268%,respiratory
,"Jefferson County, NY",36045.0,White,2106-3,353.0,389913.0,90.5330,81.0886,99.9774,4.8186,0.0328%,respiratory
,"Kings County, NY",36047.0,Asian,A,389.0,1321089.0,29.4454,26.5192,32.3716,1.4929,0.0362%,respiratory
,"Kings County, NY",36047.0,Black or African American,2054-5,1762.0,3475297.0,50.7007,48.3333,53.0681,1.2078,0.1639%,respiratory
,"Kings County, NY",36047.0,White,2106-3,3059.0,5133714.0,59.5865,57.4749,61.6981,1.0774,0.2846%,respiratory
,"Kings County, NY",36047.0,More than one race,M,11.0,284041.0,Unreliable,1.9332,6.9293,1.1677,0.0010%,respiratory
,"Lewis County, NY",36049.0,White,2106-3,102.0,102493.0,99.5190,80.2054,118.8325,9.8538,0.0095%,respiratory
,"Livingston County, NY",36051.0,White,2106-3,249.0,233691.0,106.5510,93.3163,119.7856,6.7524,0.0232%,respiratory
,"Madison County, NY",36053.0,White,2106-3,304.0,264845.0,114.7841,101.8808,127.6874,6.5833,0.0283%,respiratory
,"Monroe County, NY",36055.0,Asian,A,21.0,110846.0,18.9452,11.7275,28.9598,4.1342,0.0020%,respiratory
,"Monroe County, NY",36055.0,Black or African American,2054-5,249.0,484208.0,51.4242,45.0368,57.8116,3.2589,0.0232%,respiratory
,"Monroe County, NY",36055.0,White,2106-3,2045.0,2286659.0,89.4318,85.5556,93.3079,1.9776,0.1902%,respiratory
,"Montgomery County, NY",36057.0,White,2106-3,271.0,183012.0,148.0777,130.4474,165.7081,8.9951,0.0252%,respiratory
,"Nassau County, NY",36059.0,Asian,A,139.0,611600.0,22.7273,18.949,26.5056,1.9277,0.0129%,respiratory
,"Nassau County, NY",36059.0,Black or African American,2054-5,246.0,714218.0,34.4433,30.1391,38.7475,2.196,0.0229%,respiratory
,"Nassau County, NY",36059.0,White,2106-3,2946.0,3983972.0,73.9463,71.276,76.6166,1.3624,0.2740%,respiratory
,"New York County, NY",36061.0,Asian,A,301.0,832654.0,36.1495,32.0656,40.2334,2.0836,0.0280%,respiratory
,"New York County, NY",36061.0,Black or African American,2054-5,695.0,1161365.0,59.8434,55.3942,64.2926,2.27,0.0647%,respiratory
,"New York County, NY",36061.0,White,2106-3,1972.0,4138724.0,47.6475,45.5445,49.7506,1.073,0.1834%,respiratory
,"Niagara County, NY",36063.0,Black or African American,2054-5,42.0,62203.0,67.5209,48.663,91.2686,10.4187,0.0039%,respiratory
,"Niagara County, NY",36063.0,White,2106-3,932.0,734474.0,126.8935,118.7467,135.0403,4.1565,0.0867%,respiratory
,"Oneida County, NY",36065.0,Black or African American,2054-5,49.0,65460.0,74.8549,55.3784,98.9619,10.6936,0.0046%,respiratory
,"Oneida County, NY",36065.0,White,2106-3,1056.0,786156.0,134.3245,126.2227,142.4262,4.1336,0.0982%,respiratory
,"Onondaga County, NY",36067.0,American Indian or Alaska Native,1002-5,16.0,17470.0,Unreliable,52.3494,148.7295,22.8964,0.0015%,respiratory
,"Onondaga County, NY",36067.0,Asian,A,18.0,71263.0,Unreliable,14.9697,39.9194,5.9535,0.0017%,respiratory
,"Onondaga County, NY",36067.0,Black or African American,2054-5,123.0,222868.0,55.1896,45.4361,64.9431,4.9763,0.0114%,respiratory
,"Onondaga County, NY",36067.0,White,2106-3,1576.0,1481313.0,106.3921,101.1393,111.6449,2.68,0.1466%,respiratory
,"Ontario County, NY",36069.0,White,2106-3,447.0,412935.0,108.2495,98.2142,118.2847,5.12,0.0416%,respiratory
,"Orange County, NY",36071.0,Asian,A,12.0,47167.0,Unreliable,13.1459,44.4412,7.3443,0.0011%,respiratory
,"Orange County, NY",36071.0,Black or African American,2054-5,65.0,209174.0,31.0746,23.9828,39.6071,3.8543,0.0060%,respiratory
,"Orange County, NY",36071.0,White,2106-3,1037.0,1236383.0,83.8737,78.7687,88.9786,2.6046,0.0965%,respiratory
,"Orleans County, NY",36073.0,White,2106-3,181.0,145094.0,124.7467,106.5729,142.9205,9.2724,0.0168%,respiratory
,"Oswego County, NY",36075.0,White,2106-3,494.0,449617.0,109.8713,100.1823,119.5602,4.9433,0.0460%,respiratory
,"Otsego County, NY",36077.0,White,2106-3,256.0,221821.0,115.4084,101.2708,129.5459,7.213,0.0238%,respiratory
,"Putnam County, NY",36079.0,White,2106-3,297.0,358137.0,82.9292,73.4976,92.3608,4.812,0.0276%,respiratory
,"Queens County, NY",36081.0,Asian,A,805.0,2465031.0,32.6568,30.4008,34.9128,1.151,0.0749%,respiratory
,"Queens County, NY",36081.0,Black or African American,2054-5,947.0,1881410.0,50.3346,47.1287,53.5405,1.6357,0.0881%,respiratory
,"Queens County, NY",36081.0,White,2106-3,2954.0,4323585.0,68.3229,65.8591,70.7868,1.2571,0.2748%,respiratory
,"Queens County, NY",36081.0,More than one race,M,16.0,275610.0,Unreliable,3.3183,9.4275,1.4513,0.0015%,respiratory
,"Rensselaer County, NY",36083.0,Black or African American,2054-5,21.0,51625.0,40.6780,25.1805,62.1807,8.8767,0.0020%,respiratory
,"Rensselaer County, NY",36083.0,White,2106-3,650.0,547546.0,118.7115,109.5852,127.8377,4.6562,0.0605%,respiratory
,"Richmond County, NY",36085.0,Asian,A,50.0,217188.0,23.0215,17.087,30.3511,3.2557,0.0047%,respiratory
,"Richmond County, NY",36085.0,Black or African American,2054-5,96.0,224005.0,42.8562,34.7135,52.3347,4.374,0.0089%,respiratory
,"Richmond County, NY",36085.0,White,2106-3,963.0,1422108.0,67.7164,63.4394,71.9934,2.1821,0.0896%,respiratory
,"Rockland County, NY",36087.0,Asian,A,37.0,82435.0,44.8838,31.6023,61.8665,7.3789,0.0034%,respiratory
,"Rockland County, NY",36087.0,Black or African American,2054-5,105.0,172234.0,60.9636,49.3027,72.6245,5.9494,0.0098%,respiratory
,"Rockland County, NY",36087.0,White,2106-3,875.0,1024560.0,85.4025,79.7437,91.0613,2.8871,0.0814%,respiratory
,"St. Lawrence County, NY",36089.0,White,2106-3,468.0,403845.0,115.8860,105.3867,126.3854,5.3568,0.0435%,respiratory
,"Saratoga County, NY",36091.0,White,2106-3,867.0,861086.0,100.6868,93.9846,107.389,3.4195,0.0807%,respiratory
,"Schenectady County, NY",36093.0,Black or African American,2054-5,45.0,80293.0,56.0447,40.8796,74.9923,8.3547,0.0042%,respiratory
,"Schenectady County, NY",36093.0,White,2106-3,652.0,481805.0,135.3245,124.937,145.7119,5.2997,0.0607%,respiratory
,"Schoharie County, NY",36095.0,White,2106-3,137.0,117584.0,116.5125,97.002,136.0229,9.9543,0.0127%,respiratory
,"Schuyler County, NY",36097.0,White,2106-3,101.0,68503.0,147.4388,118.6842,176.1934,14.6707,0.0094%,respiratory
,"Seneca County, NY",36099.0,White,2106-3,151.0,124066.0,121.7094,102.2965,141.1224,9.9046,0.0140%,respiratory
,"Steuben County, NY",36101.0,White,2106-3,477.0,358791.0,132.9465,121.0156,144.8774,6.0872,0.0444%,respiratory
,"Suffolk County, NY",36103.0,Asian,A,73.0,256716.0,28.4361,22.2893,35.7541,3.3282,0.0068%,respiratory
,"Suffolk County, NY",36103.0,Black or African American,2054-5,241.0,530947.0,45.3906,39.6598,51.1214,2.9239,0.0224%,respiratory
,"Suffolk County, NY",36103.0,White,2106-3,4310.0,5004896.0,86.1157,83.5447,88.6867,1.3117,0.4009%,respiratory
,"Sullivan County, NY",36105.0,Black or African American,2054-5,20.0,30820.0,64.8929,39.6385,100.2219,14.5105,0.0019%,respiratory
,"Sullivan County, NY",36105.0,White,2106-3,339.0,257948.0,131.4218,117.4316,145.412,7.1379,0.0315%,respiratory
,"Tioga County, NY",36107.0,White,2106-3,206.0,185644.0,110.9651,95.8117,126.1184,7.7313,0.0192%,respiratory
,"Tompkins County, NY",36109.0,White,2106-3,283.0,333973.0,84.7374,74.8646,94.6101,5.0371,0.0263%,respiratory
,"Ulster County, NY",36111.0,Black or African American,2054-5,22.0,52150.0,42.1860,26.4375,63.87,8.9941,0.0020%,respiratory
,"Ulster County, NY",36111.0,White,2106-3,677.0,624998.0,108.3203,100.1607,116.48,4.1631,0.0630%,respiratory
,"Warren County, NY",36113.0,White,2106-3,331.0,245996.0,134.5550,120.0592,149.0508,7.3958,0.0308%,respiratory
,"Washington County, NY",36115.0,White,2106-3,323.0,229666.0,140.6390,125.3013,155.9767,7.8254,0.0300%,respiratory
,"Wayne County, NY",36117.0,White,2106-3,380.0,336534.0,112.9158,101.5626,124.269,5.7925,0.0353%,respiratory
,"Westchester County, NY",36119.0,Asian,A,69.0,254058.0,27.1592,21.1315,34.3715,3.2696,0.0064%,respiratory
,"Westchester County, NY",36119.0,Black or African American,2054-5,370.0,652558.0,56.6999,50.9225,62.4774,2.9477,0.0344%,respiratory
,"Westchester County, NY",36119.0,White,2106-3,2410.0,2846987.0,84.6509,81.2712,88.0306,1.7243,0.2242%,respiratory
,"Wyoming County, NY",36121.0,White,2106-3,159.0,147298.0,107.9444,91.1658,124.7231,8.5606,0.0148%,respiratory
,"Yates County, NY",36123.0,White,2106-3,117.0,95928.0,121.9665,99.8659,144.0671,11.2758,0.0109%,respiratory
,"Alamance County, NC",37001.0,Black or African American,2054-5,137.0,144616.0,94.7336,78.8701,110.5972,8.0936,0.0127%,respiratory
,"Alamance County, NC",37001.0,White,2106-3,586.0,497931.0,117.6870,108.1582,127.2157,4.8616,0.0545%,respiratory
,"Alexander County, NC",37003.0,White,2106-3,194.0,134986.0,143.7186,123.4946,163.9427,10.3184,0.0180%,respiratory
,"Alleghany County, NC",37005.0,White,2106-3,79.0,42372.0,186.4439,147.6095,232.365,20.9766,0.0073%,respiratory
,"Anson County, NC",37007.0,Black or African American,2054-5,47.0,46000.0,102.1739,75.0733,135.8698,14.9036,0.0044%,respiratory
,"Anson County, NC",37007.0,White,2106-3,81.0,45425.0,178.3159,141.6078,221.6306,19.8129,0.0075%,respiratory
,"Ashe County, NC",37009.0,White,2106-3,166.0,104710.0,158.5331,134.4162,182.65,12.3046,0.0154%,respiratory
,"Avery County, NC",37011.0,White,2106-3,129.0,65407.0,197.2266,163.1915,231.2617,17.3648,0.0120%,respiratory
,"Beaufort County, NC",37013.0,Black or African American,2054-5,39.0,45645.0,85.4420,60.7578,116.8018,13.6817,0.0036%,respiratory
,"Beaufort County, NC",37013.0,White,2106-3,188.0,133746.0,140.5650,120.4715,160.6584,10.2518,0.0175%,respiratory
,"Bertie County, NC",37015.0,Black or African American,2054-5,31.0,45357.0,68.3467,46.4381,97.0126,12.2754,0.0029%,respiratory
,"Bertie County, NC",37015.0,White,2106-3,39.0,26724.0,145.9362,103.7753,199.4992,23.3685,0.0036%,respiratory
,"Bladen County, NC",37017.0,Black or African American,2054-5,44.0,43485.0,101.1843,73.5205,135.8349,15.2541,0.0041%,respiratory
