"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Fayette County, PA"	"42051"	"Jan., 2018"	"2018/01"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Apr., 2018"	"2018/04"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"May, 2018"	"2018/05"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Fayette County, PA"	"42051"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Nov., 2018"	"2018/11"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, PA"	"42059"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Indiana County, PA"	"42063"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, PA"	"42065"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Jan., 2018"	"2018/01"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Feb., 2018"	"2018/02"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Apr., 2018"	"2018/04"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Jun., 2018"	"2018/06"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Jul., 2018"	"2018/07"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Aug., 2018"	"2018/08"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Sep., 2018"	"2018/09"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Oct., 2018"	"2018/10"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Jan., 2018"	"2018/01"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Feb., 2018"	"2018/02"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Mar., 2018"	"2018/03"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Apr., 2018"	"2018/04"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"May, 2018"	"2018/05"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Jun., 2018"	"2018/06"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Jul., 2018"	"2018/07"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Aug., 2018"	"2018/08"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Sep., 2018"	"2018/09"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Oct., 2018"	"2018/10"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Nov., 2018"	"2018/11"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"Dec., 2018"	"2018/12"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Jan., 2018"	"2018/01"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Feb., 2018"	"2018/02"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Mar., 2018"	"2018/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Oct., 2018"	"2018/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Jan., 2018"	"2018/01"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Mar., 2018"	"2018/03"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Apr., 2018"	"2018/04"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Jun., 2018"	"2018/06"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Jul., 2018"	"2018/07"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Oct., 2018"	"2018/10"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"Dec., 2018"	"2018/12"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Jan., 2018"	"2018/01"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Feb., 2018"	"2018/02"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Mar., 2018"	"2018/03"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Apr., 2018"	"2018/04"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"May, 2018"	"2018/05"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Jun., 2018"	"2018/06"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Jul., 2018"	"2018/07"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Aug., 2018"	"2018/08"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Sep., 2018"	"2018/09"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Oct., 2018"	"2018/10"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Nov., 2018"	"2018/11"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"Dec., 2018"	"2018/12"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Feb., 2018"	"2018/02"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Apr., 2018"	"2018/04"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Oct., 2018"	"2018/10"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Dec., 2018"	"2018/12"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Mar., 2018"	"2018/03"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jan., 2018"	"2018/01"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Feb., 2018"	"2018/02"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Mar., 2018"	"2018/03"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Apr., 2018"	"2018/04"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"May, 2018"	"2018/05"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jun., 2018"	"2018/06"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jul., 2018"	"2018/07"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Aug., 2018"	"2018/08"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Sep., 2018"	"2018/09"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Oct., 2018"	"2018/10"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Nov., 2018"	"2018/11"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Dec., 2018"	"2018/12"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jan., 2018"	"2018/01"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Mar., 2018"	"2018/03"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Apr., 2018"	"2018/04"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jun., 2018"	"2018/06"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jul., 2018"	"2018/07"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Aug., 2018"	"2018/08"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Sep., 2018"	"2018/09"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Oct., 2018"	"2018/10"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Nov., 2018"	"2018/11"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Dec., 2018"	"2018/12"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jan., 2018"	"2018/01"	147	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Feb., 2018"	"2018/02"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Mar., 2018"	"2018/03"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Apr., 2018"	"2018/04"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"May, 2018"	"2018/05"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jun., 2018"	"2018/06"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jul., 2018"	"2018/07"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Aug., 2018"	"2018/08"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Sep., 2018"	"2018/09"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Oct., 2018"	"2018/10"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Nov., 2018"	"2018/11"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Dec., 2018"	"2018/12"	104	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Apr., 2018"	"2018/04"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"May, 2018"	"2018/05"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jun., 2018"	"2018/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Oct., 2018"	"2018/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
